minjingshi@client-measure-2dsc:~/memcache-perf-dynamic$ ./mcperf -s 10.0.16.5 -a 10.0.16.2 --noload -T 16 -C 4 -D 4 -Q 1000 -c 4 -t 1200 --qps_interval 10 --qps_min 5000 --qps_max 100000 --qps_seed 3274 | tee res_2.txt
Random waveform, supplied seed
Total number of intervals = 120 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791)
Average QPS expected = 51270
Timestamp start: 1684343279185
Timestamp end: 1684344479650

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      306.8   311.3   148.8   192.7   203.0   262.7   303.2   331.9   356.4   390.4   437.1   511.0   731.0  4274.2 10589.9  93427.9    93552
read      339.0   342.9   148.8   194.5   205.1   272.6   329.2   373.9   410.1   453.7   506.9   586.9  1147.3  4490.8  8994.5  65835.5    65694
read      358.5   366.2   148.8   197.0   208.3   306.9   394.9   436.1   462.2   491.4   526.0   578.6   785.4  3726.5 12537.3  29538.3    29574
read      346.0   356.6   148.8   194.9   205.8   280.9   349.9   399.8   435.1   475.3   523.6   592.1   973.2  4253.0 10350.2  51340.5    51355
read      329.4   317.5   148.8   194.4   205.0   272.9   328.0   370.4   404.4   446.5   497.8   572.5   819.9  4171.2 10738.1  67301.9    67361
read      374.5   337.3   160.7   210.5   225.0   358.1   411.6   436.4   454.3   472.3   499.2   540.0   742.7  3991.9 14154.3  16264.4    16287
read      321.2   309.7   148.8   195.0   205.8   270.1   316.4   351.2   381.2   420.3   471.0   547.9   822.1  4127.9 12048.4  81423.9    81508
read      312.6   286.3   148.8   193.9   204.4   266.1   309.3   340.6   368.0   403.7   454.3   530.1   782.4  3851.8  9834.3  87436.9    87619
read      308.3   316.7   148.8   193.7   204.0   264.7   304.7   332.5   355.9   388.2   433.4   509.0   747.3  4369.9  9487.6  99108.5    99068
read      350.4   405.2   148.8   194.9   205.7   282.1   351.4   401.2   436.9   477.9   526.9   595.3  1001.8  4692.3 12745.1  51427.9    51267
read      367.0   330.9   160.7   215.2   230.9   351.9   394.5   415.5   429.2   445.8   466.2   503.1   691.9  4129.6 14598.2  11836.7    11822
read      313.5   343.7   148.8   193.8   204.2   266.7   308.1   336.6   360.8   393.5   440.0   521.2   826.8  4472.7 12391.0  97585.9    97494
read      307.2   285.6   148.8   193.6   203.9   264.7   304.8   332.5   355.9   388.4   434.4   509.8   777.0  3906.6  8411.2  97328.9    97350
read      350.8   426.3   148.8   194.7   205.5   278.9   345.3   394.0   429.8   470.3   521.2   595.2  1219.2  4995.0 13107.1  55222.7    55460
read      318.3   301.0   148.8   194.6   205.1   269.2   314.8   347.4   375.8   413.3   463.4   542.0   811.5  3970.2  9166.4  85907.2    85984
read      317.9   294.1   148.8   193.9   204.4   268.6   315.0   348.8   378.4   416.9   467.3   543.8   804.9  3980.8  8814.4  81794.1    82043
read      348.5   435.1   148.8   195.4   206.2   281.3   348.0   396.7   431.9   472.2   521.5   590.1   965.0  4838.9 12707.2  52872.4    52873
read      370.2   357.1   160.7   210.4   225.1   355.6   403.8   426.3   441.4   459.3   481.4   517.7   713.3  4303.2 19058.5  13893.4    13911
read      348.0   354.9   148.8   196.4   207.4   286.2   356.6   405.7   440.5   480.3   528.2   594.8   882.5  3900.7 10183.4  50007.5    49984
read      363.3   358.9   160.7   224.3   242.5   347.3   382.9   400.2   413.3   428.2   447.9   480.0   625.0  5140.8 12889.4   9248.3     9274
read      368.8   322.5   148.8   203.9   215.9   327.9   403.7   441.2   465.9   494.9   529.8   583.1   806.2  3725.2 12204.9  27173.4    27187
read      369.4   296.7   148.8   205.4   218.8   350.7   413.4   441.1   459.4   480.3   506.3   546.5   734.4  3620.0 10851.5  18622.3    18735
read      316.8   297.3   148.8   194.4   204.9   268.4   313.0   344.8   372.9   409.6   460.1   538.5   819.9  3941.0  8773.6  86617.9    86505
read      313.6   310.7   148.8   193.9   204.4   266.7   309.4   339.0   364.7   399.0   448.2   528.0   823.1  4256.2 11069.5  93081.4    93039
read      319.2   289.2   148.8   194.1   204.6   269.7   317.5   353.8   385.0   424.2   473.1   544.9   771.0  3894.5 10434.3  76149.4    75999
read      354.5   254.4   148.8   197.5   208.7   303.3   390.0   432.6   460.3   490.6   526.6   582.3   831.9  3220.0  9002.4  32380.6    32324
read      319.4   320.5   148.8   194.2   204.7   269.0   314.7   347.9   376.8   414.5   464.4   541.2   812.0  4467.0 11491.9  84328.9    84255
read      317.5   309.1   148.8   193.5   203.9   267.6   314.0   348.2   377.7   416.0   466.3   543.2   808.8  3823.1  9956.8  81680.7    81759
read      350.1   337.2   148.8   195.6   206.6   294.2   376.9   424.4   455.3   489.1   528.9   587.1   803.6  3179.7 10423.8  37334.2    37291
read      353.0   432.6   148.8   194.1   204.9   280.2   347.4   396.2   432.3   473.1   524.2   598.4  1302.4  5076.4 13972.8  53893.6    53818
read      358.9   285.2   148.8   197.3   208.6   309.0   396.3   438.3   465.6   495.7   530.8   583.8   805.6  3759.2 11995.0  30362.5    30297
read      363.9   334.2   148.8   198.1   209.4   306.9   396.9   439.5   467.4   499.3   536.8   592.6   933.6  3847.8 10540.1  31600.0    31569
read      349.2   306.6   148.8   195.8   206.7   291.5   374.6   421.0   452.5   487.4   528.1   588.0   785.6  3631.5 12192.2  38857.9    38927
read      372.2   278.7   160.7   219.6   236.6   357.8   397.2   417.6   431.1   448.4   468.4   507.0   761.8  3755.1 10200.6  10621.3    10652
read      340.7   489.6   148.8   194.6   205.1   267.1   308.4   336.4   359.8   391.3   438.3   529.6  2704.2  4988.2 12717.4  97880.7    98119
read      408.2   709.0   148.8   196.5   207.8   296.6   375.6   426.2   464.4   510.6   572.4   706.0  3196.7  7429.5 31174.3  48249.9    48176
read      407.0   556.7   148.8   200.2   212.0   320.8   407.5   456.7   494.2   538.3   600.0   728.9  1446.2  6394.7 29573.6  34941.7    34929
read      334.2   389.2   148.8   195.1   205.9   273.5   326.0   367.2   400.1   440.1   490.8   562.8   860.5  4386.9 12195.2  69830.3    69735
read      435.1   740.8   160.7   203.5   216.5   358.3   436.2   478.5   508.1   544.1   592.8   703.6  2133.1  8402.7 31607.4  20700.1    20753
read      339.2   453.6   148.8   194.3   204.7   268.3   313.4   345.5   373.3   410.8   464.0   547.7  1775.0  4723.5 12899.7  84692.5    84642
read      394.0   565.8   148.8   197.5   208.6   301.3   387.9   437.3   473.6   516.6   572.1   684.7  1708.0  6189.8 29461.9  42463.9    42333
read      338.6   358.7   148.8   195.5   206.3   277.1   337.6   383.4   419.1   461.4   513.8   586.5   827.4  4301.3 10302.8  61604.1    61587
read      334.7   395.6   148.8   194.4   204.9   269.5   317.4   353.8   385.0   425.1   478.2   554.6  1113.7  4316.2 10937.5  77985.4    77998
read      338.7   481.0   148.8   193.6   203.8   262.3   301.5   329.0   351.8   384.2   432.6   522.3  3042.2  4736.7 11356.4  97607.9    97625
read      425.9   666.3   148.8   200.6   212.6   342.2   428.9   473.4   506.1   544.5   599.6   729.3  2160.1  7298.5 31336.8  23742.8    23781
read      330.1   358.4   148.8   194.3   204.9   271.7   325.0   367.6   402.2   444.3   496.0   565.9   788.7  4708.9 12199.6  66705.7    66723
read      411.7   624.0   148.8   198.8   210.5   323.1   413.5   460.3   494.2   534.1   587.9   698.0  1869.1  5877.9 30945.2  31007.6    31016
read      404.0   634.4   148.8   197.4   208.6   298.4   380.4   431.3   470.3   519.0   584.4   732.2  2231.5  7198.1 30678.7  47408.0    47394
read      337.2   470.0   148.8   193.6   203.8   263.1   303.7   332.4   357.1   390.7   439.4   525.6  2792.0  4787.0 13587.8  95294.5    95335
read      427.0   898.6   173.5   237.4   259.7   346.9   378.8   397.3   411.4   429.7   456.5   511.7  2948.3  8637.8 37102.9   5262.2     5252
read      335.2   325.6   148.8   195.6   206.3   274.9   332.4   376.2   411.1   452.0   502.5   577.8   883.5  4187.1 10204.7  65891.1    65908
read      379.7   324.5   148.8   206.6   220.1   360.3   420.0   448.1   466.6   489.7   517.3   561.5   881.9  3842.5 10806.5  16951.4    16889
read      359.3   344.6   148.8   196.9   208.1   292.6   375.7   425.9   460.5   498.9   542.2   609.7   985.1  3940.2  8754.5  42760.2    42912
read      312.1   309.7   148.8   194.8   205.3   267.6   308.1   335.7   359.0   390.8   436.5   516.2   794.5  4177.9  9686.5  99901.6    99898
read      371.1   360.3   148.8   200.5   211.9   324.5   411.6   449.5   473.9   502.6   536.8   590.0   883.0  4086.8 11673.4  26417.6    26385
read      352.8   232.9   148.8   205.5   219.0   338.8   399.8   425.2   441.7   460.3   483.8   520.9   629.9  2823.2  9440.7  22676.4    22616
read      319.9   181.4   148.8   197.4   208.6   281.8   343.3   389.3   418.5   447.0   477.1   521.3   607.4  1285.5  7429.4  50530.9    50605
read      287.9   148.6   148.8   194.5   205.0   260.2   294.8   319.8   342.8   374.4   415.9   464.4   547.0   988.5  5940.1  90287.5    90283
read      339.9   187.6   148.8   203.2   215.3   322.5   390.4   417.4   433.6   452.1   471.3   505.8   588.8  1208.6  9411.6  26349.3    26273
read      321.8   160.3   148.8   197.6   209.0   284.3   348.1   394.5   423.6   451.8   482.0   523.5   600.3  1267.9  6443.1  48453.1    48521
read      335.8   195.6   148.8   200.8   212.3   303.5   382.1   417.9   439.1   460.2   485.8   523.1   602.3  1540.0  8250.9  34111.7    34058
read      299.9   133.6   148.8   195.9   206.7   267.3   308.7   341.2   370.9   407.3   446.9   495.2   587.6  1150.8  4214.6  75705.7    75648
read      346.6   220.4   148.8   206.9   220.7   341.3   391.7   413.5   427.4   443.2   463.2   496.8   582.6  2256.6  8697.5  19427.6    19482
read      347.4   204.6   160.7   212.6   227.6   345.5   384.8   402.5   415.7   429.5   448.0   472.6   547.5  2544.6  9006.3  15078.4    15054
read      300.5   158.3   148.8   196.5   207.1   267.6   308.8   340.5   369.6   406.3   446.6   493.8   582.3  1332.2  6392.1  75721.4    75754
read      342.3   331.7   173.5   238.0   256.9   325.4   347.6   361.7   370.5   383.3   399.7   430.6   526.9  4324.4 15011.2   5192.9     5187
read      354.4   262.9   160.7   212.5   229.3   347.7   390.6   411.1   425.0   439.9   460.2   491.9   576.9  2621.4 11798.8  17628.9    17656
read      290.5   124.6   148.8   197.6   208.2   265.2   298.2   322.1   343.6   372.4   411.0   460.2   555.2  1101.3  4143.4  96134.3    96343
read      349.4   329.2   148.8   205.2   218.5   314.8   391.5   426.6   447.9   469.2   497.4   538.0   654.8  2379.9 14632.6  36649.7    36665
read      294.2   157.0   148.8   195.6   206.2   264.2   301.1   329.2   354.4   389.0   430.0   478.2   568.8  1092.9  6752.2  85242.9    85269
read      339.4   177.0   148.8   202.0   213.6   311.1   387.3   420.5   440.5   461.1   486.5   524.1   614.7  1593.1  7393.6  31554.9    31525
read      311.2   159.4   148.8   196.7   207.8   274.2   324.9   367.1   399.9   434.1   467.6   511.0   593.8  1157.8  7047.5  61763.3    61798
