Random waveform, supplied seed
Total number of intervals = 92 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283)
Average QPS expected = 51993
Timestamp start: 1684533541770
Timestamp end: 1684534462321

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      377.3   384.0   160.7   215.5   227.8   321.2   384.6   428.3   466.3   515.0   576.2   651.6   852.1  4715.0 12629.4  69667.1    69735
read      553.8  1021.4   160.7   223.1   241.7   439.4   565.1   628.0   670.5   717.0   774.3   873.2  3089.1 12319.2 36709.4  20716.7    20753
read      378.2   446.7   160.7   216.9   229.4   323.2   381.3   418.3   449.2   488.6   542.1   625.4  1016.0  5350.9 16658.9  84715.2    84642
read      409.4   390.9   160.7   216.3   229.3   340.7   432.6   502.2   548.3   594.8   643.7   712.8   939.1  4540.8 15208.1  42287.7    42333
read      386.8   434.9   160.7   214.8   227.4   324.3   391.5   441.5   486.0   538.8   598.6   675.1   899.7  4709.1 20339.1  61619.4    61587
read      365.9   327.5   160.7   214.4   226.8   316.4   375.2   414.3   447.9   491.2   547.5   627.6   817.4  4229.6 11844.1  77908.8    77998
read      371.8   356.2   160.7   219.7   233.0   330.2   386.1   421.3   449.2   483.7   530.8   604.4   821.3  4002.6 15146.5  97594.4    97625
read      558.5   944.5   173.5   223.0   241.5   445.2   571.6   640.2   687.6   740.0   804.1   934.6  2813.6 11290.1 35158.0  23841.2    23781
read      393.5   371.4   160.7   218.0   230.3   331.5   399.7   449.1   489.5   538.6   599.2   682.7  1096.4  4710.9 12334.3  66667.1    66723
read      539.3   745.8   160.7   221.8   238.4   439.9   569.5   641.8   697.7   762.4   845.6   986.8  1832.7  8042.0 32031.7  30995.5    31016
read      408.6   428.1   160.7   215.6   228.5   334.5   417.5   485.6   536.2   587.7   641.2   715.9  1089.3  5250.8 14972.6  47408.1    47394
read      359.9   326.5   160.7   216.1   228.6   318.9   372.3   404.7   432.8   467.0   513.2   587.4   779.1  3979.2 12300.7  95217.8    95335
read      540.3  1346.1   173.5   257.7   281.8   407.1   468.4   498.9   520.4   544.9   581.8   652.0  3865.8 26345.5 40519.0   5298.0     5252
read      393.4   474.3   160.7   216.3   228.6   325.8   392.4   440.7   482.9   535.2   597.1   679.7  1129.8  5589.3 20544.3  65851.9    65908
read      541.7   952.9   173.5   226.6   245.9   443.9   562.1   618.0   654.4   693.7   743.4   833.4  2885.8 13938.0 36485.0  16910.7    16889
read      413.7   411.5   160.7   215.9   228.8   339.2   431.0   503.0   550.6   598.1   648.8   722.6  1085.7  4984.0 13964.0  42919.9    42912
read      336.8   190.3   160.7   213.7   226.1   307.0   354.8   384.5   407.3   439.9   484.2   549.9   680.1  1100.5  7341.1  99893.1    99898
read      419.2   263.6   160.7   223.0   238.8   371.0   490.3   541.7   572.3   603.7   637.9   688.3   804.4  2425.1 10340.6  26358.8    26385
read      427.2   306.5   160.7   225.7   242.2   386.1   497.8   542.5   569.9   598.1   632.6   683.5   807.8  3669.7 13371.5  22590.0    22616
read      385.3   212.5   160.7   217.5   230.4   335.3   409.6   469.4   516.4   565.4   616.6   679.5   799.3  1440.7  8310.9  50571.0    50605
read      345.9   223.5   160.7   213.9   226.5   310.6   363.2   396.0   423.8   459.9   507.7   580.1   713.3  1686.4  7889.9  90469.4    90283

Total QPS = 51995.1 (47835524 / 920.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 11815374181 bytes :   12.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.97%,40.00%,100.00%
